Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2015Q3,,S08000031,,G306H,,All Inpatients and Daycases,d,7645,4235,0.553956835,,7447,3875,0.520343763,
2015Q4,,S08000031,,G306H,,All Inpatients and Daycases,d,7642,4601,0.602067522,,7414,1596,0.215268411,
2016Q1,,S08000031,,G306H,,All Inpatients and Daycases,d,7563,4576,0.605050906,,7335,741,0.101022495,
2016Q2,,S08000031,,G306H,,All Inpatients and Daycases,d,7481,5119,0.684266809,,7280,848,0.116483516,
2016Q3,,S08000031,,G306H,,All Inpatients and Daycases,d,7343,4397,0.59880158,,7179,381,0.053071458,
2016Q4,,S08000031,,G306H,,All Inpatients and Daycases,d,7449,4489,0.602631226,,7280,503,0.069093407,
2017Q1,,S08000031,,G306H,,All Inpatients and Daycases,d,7748,4759,0.614223025,,7529,579,0.076902643,
2017Q2,,S08000031,,G306H,,All Inpatients and Daycases,d,7148,4440,0.62115277,,6909,414,0.059921841,
2017Q3,,S08000031,,G306H,,All Inpatients and Daycases,d,7192,4680,0.650723026,,6972,1374,0.19707401,
2017Q4,,S08000031,,G306H,,All Inpatients and Daycases,d,7854,4541,0.578176725,,7670,633,0.082529335,
2018Q1,,S08000031,,G306H,,All Inpatients and Daycases,d,7614,5007,0.657604413,,7344,523,0.071214597,
2018Q2,,S08000031,,G306H,,All Inpatients and Daycases,d,7716,4548,0.589424572,,7504,564,0.075159915,
2018Q3,,S08000031,,G306H,,All Inpatients and Daycases,d,7634,4831,0.632826827,,7369,481,0.065273443,
2018Q4,,S08000031,,G306H,,All Inpatients and Daycases,d,7628,4369,0.572758259,,7390,444,0.060081191,
2019Q1,,S08000031,,G306H,,All Inpatients and Daycases,d,7397,4438,0.599972962,,7171,579,0.080741877,
2019Q2,,S08000031,,G306H,,All Inpatients and Daycases,d,7365,4831,0.655940258,,7122,570,0.080033698,
2019Q3,,S08000031,,G306H,,All Inpatients and Daycases,d,7333,3885,0.529796809,,7117,469,0.065898553,
2019Q4,,S08000031,,G306H,,All Inpatients and Daycases,d,7701,5506,0.714972082,,7452,627,0.084138486,
2020Q1,,S08000031,,G306H,,All Inpatients and Daycases,d,6823,4996,0.732229225,,6567,385,0.058626466,
2020Q2,,S08000031,,G306H,,All Inpatients and Daycases,d,1677,3719,2.217650566,,1472,26,0.017663043,
2020Q3,p,S08000031,,G306H,,All Inpatients and Daycases,d,3973,3881,0.976843695,,3753,174,0.04636291,
2015Q3,,S08000031,,S08000031,d,All Inpatients and Daycases,d,127116,308237,2.42484817,,87514,304406,3.478369175,
2015Q4,,S08000031,,S08000031,d,All Inpatients and Daycases,d,129404,318904,2.464406046,,88851,314178,3.536009724,
2016Q1,,S08000031,,S08000031,d,All Inpatients and Daycases,d,131584,322174,2.44842838,,88570,315889,3.566546235,
2016Q2,,S08000031,,S08000031,d,All Inpatients and Daycases,d,134183,326195,2.430971136,,89665,318653,3.553816985,
2016Q3,,S08000031,,S08000031,d,All Inpatients and Daycases,d,128559,318132,2.474599211,,86790,310264,3.574881899,
2016Q4,,S08000031,,S08000031,d,All Inpatients and Daycases,d,125842,317655,2.524236741,,86052,314145,3.650641473,
2017Q1,,S08000031,,S08000031,d,All Inpatients and Daycases,d,122694,318883,2.599010547,,84712,310615,3.66671782,
2017Q2,,S08000031,,S08000031,d,All Inpatients and Daycases,d,118267,319380,2.700499717,,82213,320948,3.903859487,
2017Q3,,S08000031,,S08000031,d,All Inpatients and Daycases,d,118132,303188,2.566518809,,82169,298881,3.637393664,
2017Q4,,S08000031,,S08000031,d,All Inpatients and Daycases,d,120649,318539,2.640212517,,83814,306121,3.652385043,
2018Q1,,S08000031,,S08000031,d,All Inpatients and Daycases,d,118128,320454,2.7127692,,81378,316743,3.892243604,
2018Q2,,S08000031,,S08000031,d,All Inpatients and Daycases,d,119632,312280,2.610338371,,83785,311064,3.712645462,
2018Q3,,S08000031,,S08000031,d,All Inpatients and Daycases,d,117542,304899,2.593957904,,82148,292730,3.563446462,
2018Q4,,S08000031,,S08000031,d,All Inpatients and Daycases,d,120013,307057,2.558531159,,82650,304519,3.684440411,
2019Q1,,S08000031,,S08000031,d,All Inpatients and Daycases,d,120123,310778,2.587164823,,83499,303683,3.636965712,
2019Q2,,S08000031,,S08000031,d,All Inpatients and Daycases,d,120498,311043,2.581312553,,83288,305408,3.666890789,
2019Q3,,S08000031,,S08000031,d,All Inpatients and Daycases,d,122024,302457,2.478668131,,84031,300800,3.579631327,
2019Q4,,S08000031,,S08000031,d,All Inpatients and Daycases,d,124267,321175,2.584555835,,84283,313076,3.714580639,
2020Q1,,S08000031,,S08000031,d,All Inpatients and Daycases,d,116615,317350,2.721348026,,78386,318021,4.057114791,
2020Q2,,S08000031,,S08000031,d,All Inpatients and Daycases,d,72903,215582,2.957107389,,41366,215305,5.204878403,
2020Q3,p,S08000031,,S08000031,d,All Inpatients and Daycases,d,97278,259504,2.667653529,,59962,257012,4.286247957,
2015Q3,,S08000031,,G405H,,All Inpatients and Daycases,d,41460,121095,2.920767004,,20807,121174,5.823713173,
2015Q4,,S08000031,,G405H,,All Inpatients and Daycases,d,41733,125307,3.00258788,,20921,134618,6.434587257,
2016Q1,,S08000031,,G405H,,All Inpatients and Daycases,d,43498,122304,2.811715481,,21314,136077,6.384395233,
2016Q2,,S08000031,,G405H,,All Inpatients and Daycases,d,45321,128953,2.845325567,,21540,140042,6.501485608,
2016Q3,,S08000031,,G405H,,All Inpatients and Daycases,d,39410,124300,3.154021822,,20211,139328,6.893671763,
2016Q4,,S08000031,,G405H,,All Inpatients and Daycases,d,36771,123460,3.35753719,,19270,136061,7.060768033,
2017Q1,,S08000031,,G405H,,All Inpatients and Daycases,d,36824,125700,3.413534651,,18828,137455,7.300562991,
2017Q2,,S08000031,,G405H,,All Inpatients and Daycases,d,36863,124272,3.371185199,,19072,142534,7.47346896,
2017Q3,,S08000031,,G405H,,All Inpatients and Daycases,d,37661,119661,3.177318712,,19485,130555,6.700282268,
2017Q4,,S08000031,,G405H,,All Inpatients and Daycases,d,38849,127964,3.293881438,,20074,135298,6.73996214,
2018Q1,,S08000031,,G405H,,All Inpatients and Daycases,d,37364,120851,3.234423509,,19180,139713,7.284306569,
2018Q2,,S08000031,,G405H,,All Inpatients and Daycases,d,37832,119581,3.160842673,,19654,138092,7.026152437,
2018Q3,,S08000031,,G405H,,All Inpatients and Daycases,d,37277,119735,3.21203423,,19665,127841,6.500940758,
2018Q4,,S08000031,,G405H,,All Inpatients and Daycases,d,38294,121717,3.178487492,,19704,133840,6.792529436,
2019Q1,,S08000031,,G405H,,All Inpatients and Daycases,d,38173,117720,3.083855081,,20334,131847,6.484066096,
2019Q2,,S08000031,,G405H,,All Inpatients and Daycases,d,38633,120657,3.123158957,,20336,135597,6.667830448,
2019Q3,,S08000031,,G405H,,All Inpatients and Daycases,d,39120,118795,3.036682004,,20634,133065,6.448822332,
2019Q4,,S08000031,,G405H,,All Inpatients and Daycases,d,38506,122279,3.175583026,,20200,138949,6.878663366,
2020Q1,,S08000031,,G405H,,All Inpatients and Daycases,d,36092,118767,3.290673834,,18864,141512,7.501696353,
2020Q2,,S08000031,,G405H,,All Inpatients and Daycases,d,29683,85711,2.887545059,,12862,97784,7.602550148,
2020Q3,p,S08000031,,G405H,,All Inpatients and Daycases,d,36054,104639,2.902285461,,16491,115548,7.006730944,
2015Q3,,S08000031,,C418H,,All Inpatients and Daycases,d,15349,40933,2.666818685,,10948,43347,3.959353307,
2015Q4,,S08000031,,C418H,,All Inpatients and Daycases,d,15605,41884,2.684011535,,11325,44555,3.934216336,
2016Q1,,S08000031,,C418H,,All Inpatients and Daycases,d,15663,42861,2.736448956,,10943,45474,4.155533218,
2016Q2,,S08000031,,C418H,,All Inpatients and Daycases,d,16043,43267,2.696939475,,11215,45495,4.056620597,
2016Q3,,S08000031,,C418H,,All Inpatients and Daycases,d,16221,40885,2.52049812,,11021,43437,3.941293893,
2016Q4,,S08000031,,C418H,,All Inpatients and Daycases,d,17345,43077,2.483539925,,11546,45225,3.916940932,
2017Q1,,S08000031,,C418H,,All Inpatients and Daycases,d,17453,41842,2.397410187,,11663,45143,3.870616479,
2017Q2,,S08000031,,C418H,,All Inpatients and Daycases,d,14566,40872,2.805986544,,10324,43699,4.232758621,
2017Q3,,S08000031,,C418H,,All Inpatients and Daycases,d,13629,39452,2.89470981,,9431,41783,4.430389142,
2017Q4,,S08000031,,C418H,,All Inpatients and Daycases,d,13394,41090,3.067791548,,9107,41957,4.607115406,
2018Q1,,S08000031,,C418H,,All Inpatients and Daycases,d,12899,42093,3.263276223,,8894,44010,4.948279739,
2018Q2,,S08000031,,C418H,,All Inpatients and Daycases,d,13089,41832,3.195966078,,9221,44071,4.779416549,
2018Q3,,S08000031,,C418H,,All Inpatients and Daycases,d,13350,42735,3.201123596,,9214,43534,4.724766659,
2018Q4,,S08000031,,C418H,,All Inpatients and Daycases,d,13615,40325,2.961806831,,9453,44066,4.661588914,
2019Q1,,S08000031,,C418H,,All Inpatients and Daycases,d,13369,40305,3.014810382,,9528,41807,4.387804366,
2019Q2,,S08000031,,C418H,,All Inpatients and Daycases,d,13513,39082,2.892177903,,9689,40048,4.133347095,
2019Q3,,S08000031,,C418H,,All Inpatients and Daycases,d,14152,40279,2.846170153,,9746,42110,4.320746973,
2019Q4,,S08000031,,C418H,,All Inpatients and Daycases,d,15874,43349,2.730817689,,10007,44805,4.477365844,
2020Q1,,S08000031,,C418H,,All Inpatients and Daycases,d,14587,40522,2.777952972,,9043,43418,4.80128276,
2020Q2,,S08000031,,C418H,,All Inpatients and Daycases,d,8437,29039,3.441863222,,4756,30868,6.490328007,
2020Q3,p,S08000031,,C418H,,All Inpatients and Daycases,d,11118,35228,3.168555496,,6373,36396,5.710968147,
2015Q3,,S08000031,,G207H,,All Inpatients and Daycases,d,6126,4258,0.695070193,,5918,534,0.090233187,
2015Q4,,S08000031,,G207H,,All Inpatients and Daycases,d,6151,4444,0.722484149,,5944,274,0.046096904,
2016Q1,,S08000031,,G207H,,All Inpatients and Daycases,d,6010,4404,0.732778702,,5819,342,0.058772985,
2016Q2,,S08000031,,G207H,,All Inpatients and Daycases,d,6030,4653,0.771641791,,5807,312,0.053728259,
2016Q3,,S08000031,,G207H,,All Inpatients and Daycases,d,5500,3822,0.694909091,,5286,213,0.040295119,
2016Q4,,S08000031,,G207H,,All Inpatients and Daycases,d,5475,4048,0.739360731,,5281,353,0.066843401,
2017Q1,,S08000031,,G207H,,All Inpatients and Daycases,d,5619,3924,0.698344901,,5394,289,0.05357805,
2017Q2,,S08000031,,G207H,,All Inpatients and Daycases,d,5288,4530,0.856656581,,5059,193,0.038149832,
2017Q3,,S08000031,,G207H,,All Inpatients and Daycases,d,5479,3860,0.704508122,,5242,195,0.037199542,
2017Q4,,S08000031,,G207H,,All Inpatients and Daycases,d,5331,3100,0.581504408,,5134,226,0.044020257,
2018Q1,,S08000031,,G207H,,All Inpatients and Daycases,d,5361,3890,0.725610893,,5133,214,0.041691019,
2018Q2,,S08000031,,G207H,,All Inpatients and Daycases,d,5747,4883,0.849660693,,5496,241,0.043850073,
2018Q3,,S08000031,,G207H,,All Inpatients and Daycases,d,5457,3999,0.732820231,,5204,225,0.043235972,
2018Q4,,S08000031,,G207H,,All Inpatients and Daycases,d,5320,3910,0.734962406,,5053,184,0.036414011,
2019Q1,,S08000031,,G207H,,All Inpatients and Daycases,d,5471,4357,0.796380918,,5220,248,0.047509579,
2019Q2,,S08000031,,G207H,,All Inpatients and Daycases,d,5284,4612,0.872823618,,4994,315,0.063075691,
2019Q3,,S08000031,,G207H,,All Inpatients and Daycases,d,5411,3945,0.729070412,,5133,174,0.033898305,
2019Q4,,S08000031,,G207H,,All Inpatients and Daycases,d,5132,4001,0.779618083,,4880,191,0.039139344,
2020Q1,,S08000031,,G207H,,All Inpatients and Daycases,d,4859,4274,0.879604857,,4614,243,0.0526658,
2020Q2,,S08000031,,G207H,,All Inpatients and Daycases,d,511,4582,8.966731898,,290,10,0.034482759,
2020Q3,p,S08000031,,G207H,,All Inpatients and Daycases,d,2087,3841,1.840440824,,1921,30,0.015616866,
2015Q3,,S08000031,,C206H,,All Inpatients and Daycases,d,2961,5148,1.738601824,,2428,3548,1.461285008,
2015Q4,,S08000031,,C206H,,All Inpatients and Daycases,d,3235,5669,1.752395672,,2553,4136,1.620054837,
2016Q1,,S08000031,,C206H,,All Inpatients and Daycases,d,3461,6643,1.91938746,,2595,4572,1.761849711,
2016Q2,,S08000031,,C206H,,All Inpatients and Daycases,d,3318,6020,1.814345992,,2560,5472,2.1375,
2016Q3,,S08000031,,C206H,,All Inpatients and Daycases,d,3414,5764,1.688342121,,2629,4565,1.736401674,
2016Q4,,S08000031,,C206H,,All Inpatients and Daycases,d,3625,6181,1.705103448,,2765,4922,1.780108499,
2017Q1,,S08000031,,C206H,,All Inpatients and Daycases,d,3713,6355,1.711553999,,2770,4941,1.783754513,
2017Q2,,S08000031,,C206H,,All Inpatients and Daycases,d,3474,5695,1.639320668,,2686,4305,1.602755026,
2017Q3,,S08000031,,C206H,,All Inpatients and Daycases,d,3205,4906,1.530733229,,2538,3955,1.558313633,
2017Q4,,S08000031,,C206H,,All Inpatients and Daycases,d,3434,5665,1.649679674,,2585,4143,1.60270793,
2018Q1,,S08000031,,C206H,,All Inpatients and Daycases,d,3476,6686,1.923475259,,2540,5046,1.986614173,
2018Q2,,S08000031,,C206H,,All Inpatients and Daycases,d,3286,5934,1.80584297,,2440,4107,1.683196721,
2018Q3,,S08000031,,C206H,,All Inpatients and Daycases,d,3502,5179,1.478869218,,2625,4155,1.582857143,
2018Q4,,S08000031,,C206H,,All Inpatients and Daycases,d,3464,5726,1.653002309,,2470,4196,1.698785425,
2019Q1,,S08000031,,C206H,,All Inpatients and Daycases,d,3169,5473,1.727043231,,2270,4257,1.875330396,
2019Q2,,S08000031,,C206H,,All Inpatients and Daycases,d,3246,5941,1.830252619,,2310,4166,1.803463203,
2019Q3,,S08000031,,C206H,,All Inpatients and Daycases,d,3397,5693,1.675890492,,2450,4519,1.844489796,
2019Q4,,S08000031,,C206H,,All Inpatients and Daycases,d,3324,6249,1.879963899,,2352,5100,2.168367347,
2020Q1,,S08000031,,C206H,,All Inpatients and Daycases,d,2912,5845,2.007211538,,1978,4041,2.0429727,
2020Q2,,S08000031,,C206H,,All Inpatients and Daycases,d,1360,3802,2.795588235,,907,2959,3.262403528,
2020Q3,p,S08000031,,C206H,,All Inpatients and Daycases,d,2637,4490,1.702692454,,1854,3281,1.769687163,
2015Q3,,S08000031,,G516H,,All Inpatients and Daycases,d,14465,26792,1.852194953,,13348,20228,1.515433024,
2015Q4,,S08000031,,G516H,,All Inpatients and Daycases,d,14536,27532,1.894056136,,13276,13537,1.019659536,
2016Q1,,S08000031,,G516H,,All Inpatients and Daycases,d,14342,30525,2.128364245,,13050,14065,1.077777778,
2016Q2,,S08000031,,G516H,,All Inpatients and Daycases,d,14978,27510,1.836693818,,13750,10693,0.777672727,
2016Q3,,S08000031,,G516H,,All Inpatients and Daycases,d,14261,30445,2.134843279,,13085,11746,0.897669087,
2016Q4,,S08000031,,G516H,,All Inpatients and Daycases,d,14057,27852,1.981361599,,12948,12580,0.971578622,
2017Q1,,S08000031,,G516H,,All Inpatients and Daycases,d,14317,28070,1.960606272,,13274,11037,0.831475064,
2017Q2,,S08000031,,G516H,,All Inpatients and Daycases,d,14618,30044,2.055274319,,13095,12647,0.965788469,
2017Q3,,S08000031,,G516H,,All Inpatients and Daycases,d,14428,27145,1.881411145,,13076,10692,0.817681248,
2017Q4,,S08000031,,G516H,,All Inpatients and Daycases,d,14760,27350,1.85298103,,13324,11135,0.835709997,
2018Q1,,S08000031,,G516H,,All Inpatients and Daycases,d,14513,30908,2.129676841,,12876,10947,0.850186393,
2018Q2,,S08000031,,G516H,,All Inpatients and Daycases,d,14877,29142,1.958862674,,13376,10566,0.789922249,
2018Q3,,S08000031,,G516H,,All Inpatients and Daycases,d,14237,24310,1.707522652,,13067,9680,0.740797429,
2018Q4,,S08000031,,G516H,,All Inpatients and Daycases,d,15212,24717,1.624835656,,13513,9527,0.705024791,
2019Q1,,S08000031,,G516H,,All Inpatients and Daycases,d,15608,29179,1.869490005,,13815,10694,0.774086138,
2019Q2,,S08000031,,G516H,,All Inpatients and Daycases,d,15375,26793,1.742634146,,13793,9131,0.662002465,
2019Q3,,S08000031,,G516H,,All Inpatients and Daycases,d,15333,24146,1.574773365,,13831,9555,0.690839419,
2019Q4,,S08000031,,G516H,,All Inpatients and Daycases,d,16093,29218,1.815571988,,14321,11883,0.829760492,
2020Q1,,S08000031,,G516H,,All Inpatients and Daycases,d,15454,30060,1.945127475,,13505,10771,0.797556461,
2020Q2,,S08000031,,G516H,,All Inpatients and Daycases,d,7689,16303,2.12030173,,6773,5043,0.744574044,
2020Q3,p,S08000031,,G516H,,All Inpatients and Daycases,d,10817,18710,1.729684755,,9653,6348,0.657619393,
2015Q3,,S08000022,,H212H,,All Inpatients and Daycases,d,591,1609,2.72250423,,508,1637,3.222440945,
2015Q4,,S08000022,,H212H,,All Inpatients and Daycases,d,535,1747,3.265420561,,463,1994,4.306695464,
2016Q1,,S08000022,,H212H,,All Inpatients and Daycases,d,566,2168,3.830388693,,471,2383,5.059447983,
2016Q2,,S08000022,,H212H,,All Inpatients and Daycases,d,671,1794,2.673621461,,570,2164,3.796491228,
2016Q3,,S08000022,,H212H,,All Inpatients and Daycases,d,678,2380,3.510324484,,568,2653,4.670774648,
2016Q4,,S08000022,,H212H,,All Inpatients and Daycases,d,599,1738,2.901502504,,497,2107,4.23943662,
2017Q1,,S08000022,,H212H,,All Inpatients and Daycases,d,609,2056,3.376026273,,499,2315,4.639278557,
2017Q2,,S08000022,,H212H,,All Inpatients and Daycases,d,623,1838,2.95024077,,527,2112,4.007590133,
2017Q3,,S08000022,,H212H,,All Inpatients and Daycases,d,720,1754,2.436111111,,569,1682,2.956063269,
2017Q4,,S08000022,,H212H,,All Inpatients and Daycases,d,591,2507,4.241962775,,484,2601,5.373966942,
2018Q1,,S08000022,,H212H,,All Inpatients and Daycases,d,582,2668,4.58419244,,493,2800,5.679513185,
2018Q2,,S08000022,,H212H,,All Inpatients and Daycases,d,701,1912,2.727532097,,571,2136,3.740805604,
2018Q3,,S08000022,,H212H,,All Inpatients and Daycases,d,686,2069,3.016034985,,569,2512,4.414762742,
2018Q4,,S08000022,,H212H,,All Inpatients and Daycases,d,635,1835,2.88976378,,524,2168,4.13740458,
2019Q1,,S08000022,,H212H,,All Inpatients and Daycases,d,569,2070,3.637961336,,489,2502,5.116564417,
2019Q2,,S08000022,,H212H,,All Inpatients and Daycases,d,628,2593,4.128980892,,538,2795,5.195167286,
2019Q3,,S08000022,,H212H,,All Inpatients and Daycases,d,709,2508,3.537376587,,590,2464,4.176271186,
2019Q4,,S08000022,,H212H,,All Inpatients and Daycases,d,660,2310,3.5,,555,2712,4.886486486,
2020Q1,,S08000022,,H212H,,All Inpatients and Daycases,d,534,2581,4.833333333,,444,2509,5.650900901,
2020Q2,,S08000022,,H212H,,All Inpatients and Daycases,d,345,1531,4.437681159,,279,1680,6.021505376,
2020Q3,p,S08000022,,H212H,,All Inpatients and Daycases,d,686,2214,3.227405248,,581,2672,4.598967298,
2015Q3,,S08000022,,H103H,,All Inpatients and Daycases,d,1459,3792,2.599040439,,1068,4911,4.598314607,
2015Q4,,S08000022,,H103H,,All Inpatients and Daycases,d,1479,3258,2.202839757,,1061,5373,5.064090481,
2016Q1,,S08000022,,H103H,,All Inpatients and Daycases,d,1619,3562,2.200123533,,1113,5272,4.736747529,
2016Q2,,S08000022,,H103H,,All Inpatients and Daycases,d,1478,4296,2.906630582,,1061,5619,5.29594722,
2016Q3,,S08000022,,H103H,,All Inpatients and Daycases,d,1481,3314,2.237677245,,1117,3815,3.415398389,
2016Q4,,S08000022,,H103H,,All Inpatients and Daycases,d,1304,3195,2.450153374,,1067,5888,5.518275539,
2017Q1,,S08000022,,H103H,,All Inpatients and Daycases,d,1284,3091,2.407320872,,1036,5802,5.6003861,
2017Q2,,S08000022,,H103H,,All Inpatients and Daycases,d,1322,2806,2.122541604,,1077,5704,5.296193129,
2017Q3,,S08000022,,H103H,,All Inpatients and Daycases,d,1340,2874,2.144776119,,1098,4462,4.063752277,
2017Q4,,S08000022,,H103H,,All Inpatients and Daycases,d,1350,3075,2.277777778,,1100,4634,4.212727273,
2018Q1,,S08000022,,H103H,,All Inpatients and Daycases,d,1379,3052,2.21319797,,1132,4460,3.939929329,
2018Q2,,S08000022,,H103H,,All Inpatients and Daycases,d,1468,3000,2.04359673,,1231,3378,2.744110479,
2018Q3,,S08000022,,H103H,,All Inpatients and Daycases,d,1383,3189,2.305856833,,1166,4864,4.171526587,
2018Q4,,S08000022,,H103H,,All Inpatients and Daycases,d,1429,2468,1.727081875,,1218,3930,3.226600985,
2019Q1,,S08000022,,H103H,,All Inpatients and Daycases,d,1288,3080,2.391304348,,1045,3591,3.436363636,
2019Q2,,S08000022,,H103H,,All Inpatients and Daycases,d,1213,3113,2.566364386,,1057,4668,4.416272469,
2019Q3,,S08000022,,H103H,,All Inpatients and Daycases,d,1381,3658,2.648805214,,1178,4750,4.032258065,
2019Q4,,S08000022,,H103H,,All Inpatients and Daycases,d,1306,2985,2.2856049,,1138,4526,3.9771529,
2020Q1,,S08000022,,H103H,,All Inpatients and Daycases,d,1197,4182,3.493734336,,1028,5922,5.760700389,
2020Q2,,S08000022,,H103H,,All Inpatients and Daycases,d,951,2402,2.525762355,,746,4705,6.306970509,
2020Q3,p,S08000022,,H103H,,All Inpatients and Daycases,d,1316,2564,1.948328267,,1151,3626,3.150304083,
2015Q3,,S08000022,,C121H,,All Inpatients and Daycases,d,1055,2938,2.784834123,,945,3280,3.470899471,
2015Q4,,S08000022,,C121H,,All Inpatients and Daycases,d,1016,3459,3.404527559,,970,3644,3.756701031,
2016Q1,,S08000022,,C121H,,All Inpatients and Daycases,d,1019,3822,3.750736016,,979,4325,4.417773238,
2016Q2,,S08000022,,C121H,,All Inpatients and Daycases,d,800,3142,3.9275,,727,3646,5.015130674,
2016Q3,,S08000022,,C121H,,All Inpatients and Daycases,d,705,3444,4.885106383,,655,3607,5.506870229,
2016Q4,,S08000022,,C121H,,All Inpatients and Daycases,d,794,3136,3.949622166,,686,3546,5.16909621,
2017Q1,,S08000022,,C121H,,All Inpatients and Daycases,d,712,3113,4.372191011,,669,3498,5.228699552,
2017Q2,,S08000022,,C121H,,All Inpatients and Daycases,d,743,3248,4.371467026,,698,3633,5.20487106,
2017Q3,,S08000022,,C121H,,All Inpatients and Daycases,d,707,3009,4.256011315,,664,3375,5.082831325,
2017Q4,,S08000022,,C121H,,All Inpatients and Daycases,d,655,3093,4.722137405,,604,3249,5.379139073,
2018Q1,,S08000022,,C121H,,All Inpatients and Daycases,d,663,3835,5.784313725,,631,4522,7.166402536,
2018Q2,,S08000022,,C121H,,All Inpatients and Daycases,d,747,3754,5.025435074,,711,3768,5.299578059,
2018Q3,,S08000022,,C121H,,All Inpatients and Daycases,d,744,3292,4.424731183,,688,4030,5.85755814,
2018Q4,,S08000022,,C121H,,All Inpatients and Daycases,d,631,4088,6.478605388,,585,4657,7.960683761,
2019Q1,,S08000022,,C121H,,All Inpatients and Daycases,d,687,3691,5.372634643,,617,3937,6.380875203,
2019Q2,,S08000022,,C121H,,All Inpatients and Daycases,d,681,3505,5.146842878,,608,4089,6.725328947,
2019Q3,,S08000022,,C121H,,All Inpatients and Daycases,d,713,3775,5.294530154,,604,4065,6.73013245,
2019Q4,,S08000022,,C121H,,All Inpatients and Daycases,d,753,3168,4.207171315,,620,3346,5.396774194,
2020Q1,,S08000022,,C121H,,All Inpatients and Daycases,d,693,4135,5.966810967,,585,4830,8.256410256,
2020Q2,,S08000022,,C121H,,All Inpatients and Daycases,d,494,1878,3.801619433,,364,2150,5.906593407,
2020Q3,p,S08000022,,C121H,,All Inpatients and Daycases,d,663,2389,3.60331825,,536,2649,4.942164179,
2015Q3,,S08000022,,S08000022,d,All Inpatients and Daycases,d,15566,42998,2.762302454,,11688,47334,4.049794661,
2015Q4,,S08000022,,S08000022,d,All Inpatients and Daycases,d,14960,46808,3.128877005,,11149,52201,4.682123957,
2016Q1,,S08000022,,S08000022,d,All Inpatients and Daycases,d,15135,43808,2.894482986,,11116,50348,4.529327096,
2016Q2,,S08000022,,S08000022,d,All Inpatients and Daycases,d,14944,43747,2.92739561,,10947,50041,4.571206723,
2016Q3,,S08000022,,S08000022,d,All Inpatients and Daycases,d,14406,42063,2.919825073,,10679,48014,4.496113868,
2016Q4,,S08000022,,S08000022,d,All Inpatients and Daycases,d,13908,45344,3.260281852,,10092,53193,5.270808561,
2017Q1,,S08000022,,S08000022,d,All Inpatients and Daycases,d,13875,40159,2.894342342,,10154,46865,4.615422494,
2017Q2,,S08000022,,S08000022,d,All Inpatients and Daycases,d,14471,41284,2.85287817,,10632,48477,4.559537246,
2017Q3,,S08000022,,S08000022,d,All Inpatients and Daycases,d,15363,41212,2.682548981,,11177,46098,4.12436253,
2017Q4,,S08000022,,S08000022,d,All Inpatients and Daycases,d,14924,43646,2.924551059,,10671,51249,4.802642676,
2018Q1,,S08000022,,S08000022,d,All Inpatients and Daycases,d,15152,43036,2.840285111,,10695,49640,4.641421225,
2018Q2,,S08000022,,S08000022,d,All Inpatients and Daycases,d,16005,40969,2.559762574,,11658,46981,4.029936524,
2018Q3,,S08000022,,S08000022,d,All Inpatients and Daycases,d,15852,42399,2.674678274,,11528,47068,4.082928522,
2018Q4,,S08000022,,S08000022,d,All Inpatients and Daycases,d,15870,42824,2.698424701,,11367,49366,4.342922495,
2019Q1,,S08000022,,S08000022,d,All Inpatients and Daycases,d,15790,41607,2.635022166,,11361,47559,4.18616319,
2019Q2,,S08000022,,S08000022,d,All Inpatients and Daycases,d,16128,44240,2.743055556,,11687,49499,4.235389749,
2019Q3,,S08000022,,S08000022,d,All Inpatients and Daycases,d,16390,44296,2.702623551,,11717,49647,4.237176752,
2019Q4,,S08000022,,S08000022,d,All Inpatients and Daycases,d,16274,43888,2.696817009,,11551,50477,4.369924682,
2020Q1,,S08000022,,S08000022,d,All Inpatients and Daycases,d,14534,47317,3.255607541,,10291,53596,5.208045865,
2020Q2,,S08000022,,S08000022,d,All Inpatients and Daycases,d,10483,29185,2.784031289,,6590,37759,5.729742033,
2020Q3,p,S08000022,,S08000022,d,All Inpatients and Daycases,d,14530,34951,2.405437027,,9632,41562,4.314991694,
2015Q3,,S08000022,,H202H,,All Inpatients and Daycases,d,12094,31470,2.602116752,,8878,36464,4.107231358,
2015Q4,,S08000022,,H202H,,All Inpatients and Daycases,d,11531,34011,2.949527361,,8343,40111,4.807743018,
2016Q1,,S08000022,,H202H,,All Inpatients and Daycases,d,11539,31087,2.694080943,,8262,37691,4.561970467,
2016Q2,,S08000022,,H202H,,All Inpatients and Daycases,d,11640,31140,2.675257732,,8326,37961,4.559332212,
2016Q3,,S08000022,,H202H,,All Inpatients and Daycases,d,11199,29499,2.634074471,,8061,37240,4.619774222,
2016Q4,,S08000022,,H202H,,All Inpatients and Daycases,d,10881,32880,3.021781086,,7599,41029,5.399263061,
2017Q1,,S08000022,,H202H,,All Inpatients and Daycases,d,10948,28221,2.577731092,,7698,34621,4.497401923,
2017Q2,,S08000022,,H202H,,All Inpatients and Daycases,d,11472,29737,2.592137378,,8090,36332,4.490976514,
