Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2020Q3,p,S08000017,,S08000017,d,Not Specified,,1,,0,0, ,z,5,10,2,
2015Q3,,S08000017,,S08000017,d,Not Specified,,2,,0,0, ,z,16,146,9.125,
2015Q4,,S08000017,,S08000017,d,Not Specified,,2,,0,0, ,z,15,14,0.933333333,
2016Q1,,S08000017,,S08000017,d,Not Specified,,2,,0,0, ,z,5,11,2.2,
2016Q2,,S08000017,,S08000017,d,Not Specified,,2,,0,0, ,z,13,42,3.230769231,
2016Q3,,S08000017,,S08000017,d,Not Specified,,2,,0,0, ,z,23,115,5,
2016Q4,,S08000017,,S08000017,d,Not Specified,,2,,0,0, ,z,41,217,5.292682927,
2017Q1,,S08000017,,S08000017,d,Not Specified,,2,,0,0, ,z,22,388,17.63636364,
2017Q2,,S08000017,,S08000017,d,Not Specified,,2,,0,0, ,z,11,94,8.545454545,
2017Q3,,S08000017,,S08000017,d,Not Specified,,2,,0,0, ,z,16,198,12.375,
2017Q4,,S08000017,,S08000017,d,Not Specified,,2,,0,0, ,z,30,33,1.1,
2018Q1,,S08000017,,S08000017,d,Not Specified,,2,,0,0, ,z,11,23,2.090909091,
2018Q2,,S08000017,,S08000017,d,Not Specified,,2,,0,0, ,z,26,58,2.230769231,
2018Q3,,S08000017,,S08000017,d,Not Specified,,2,,0,0, ,z,13,144,11.07692308,
2018Q4,,S08000017,,S08000017,d,Not Specified,,2,,0,0, ,z,19,156,8.210526316,
2019Q1,,S08000017,,S08000017,d,Not Specified,,2,,0,0, ,z,23,42,1.826086957,
2019Q2,,S08000017,,S08000017,d,Not Specified,,2,,0,0, ,z,19,18,0.947368421,
2019Q3,,S08000017,,S08000017,d,Not Specified,,2,,0,0, ,z,24,273,11.375,
2019Q4,,S08000017,,S08000017,d,Not Specified,,2,,0,0, ,z,5,66,13.2,
2020Q1,,S08000017,,S08000017,d,Not Specified,,2,,0,0, ,z,10,306,30.6,
2020Q2,,S08000017,,S08000017,d,Not Specified,,2,,0,0, ,z,5,28,5.6,
2020Q3,p,S08000017,,S08000017,d,Not Specified,,2,,0,0, ,z,10,41,4.1,
2015Q3,,S08000017,,S08000017,d,Not Specified,,3,,0,0, ,z,25,542,21.68,
2015Q4,,S08000017,,S08000017,d,Not Specified,,3,,0,0, ,z,18,126,7,
2016Q1,,S08000017,,S08000017,d,Not Specified,,3,,0,0, ,z,15,80,5.333333333,
2016Q2,,S08000017,,S08000017,d,Not Specified,,3,,0,0, ,z,11,141,12.81818182,
2016Q3,,S08000017,,S08000017,d,Not Specified,,3,,0,0, ,z,25,64,2.56,
2016Q4,,S08000017,,S08000017,d,Not Specified,,3,,0,0, ,z,21,98,4.666666667,
2017Q1,,S08000017,,S08000017,d,Not Specified,,3,,0,0, ,z,33,79,2.393939394,
2017Q2,,S08000017,,S08000017,d,Not Specified,,3,,0,0, ,z,19,117,6.157894737,
2017Q3,,S08000017,,S08000017,d,Not Specified,,3,,0,0, ,z,15,153,10.2,
2017Q4,,S08000017,,S08000017,d,Not Specified,,3,,0,0, ,z,33,170,5.151515152,
2018Q1,,S08000017,,S08000017,d,Not Specified,,3,,0,0, ,z,22,147,6.681818182,
2018Q2,,S08000017,,S08000017,d,Not Specified,,3,,0,0, ,z,57,62,1.087719298,
2018Q3,,S08000017,,S08000017,d,Not Specified,,3,,0,0, ,z,47,176,3.744680851,
2018Q4,,S08000017,,S08000017,d,Not Specified,,3,,0,0, ,z,41,267,6.512195122,
2019Q1,,S08000017,,S08000017,d,Not Specified,,3,,0,0, ,z,22,281,12.77272727,
2019Q2,,S08000017,,S08000017,d,Not Specified,,3,,0,0, ,z,39,204,5.230769231,
2019Q3,,S08000017,,S08000017,d,Not Specified,,3,,0,0, ,z,33,44,1.333333333,
2019Q4,,S08000017,,S08000017,d,Not Specified,,3,,0,0, ,z,17,80,4.705882353,
2020Q1,,S08000017,,S08000017,d,Not Specified,,3,,0,0, ,z,13,232,17.84615385,
2020Q2,,S08000017,,S08000017,d,Not Specified,,3,,0,0, ,z,0,5, ,z
2020Q3,p,S08000017,,S08000017,d,Not Specified,,3,,0,0, ,z,10,111,11.1,
2015Q3,,S08000017,,S08000017,d,Not Specified,,4,,0,0, ,z,5,115,23,
2015Q4,,S08000017,,S08000017,d,Not Specified,,4,,0,0, ,z,5,29,5.8,
2016Q1,,S08000017,,S08000017,d,Not Specified,,4,,0,0, ,z,5,15,3,
2016Q2,,S08000017,,S08000017,d,Not Specified,,4,,0,0, ,z,19,32,1.684210526,
2016Q3,,S08000017,,S08000017,d,Not Specified,,4,,0,0, ,z,5,205,41,
2016Q4,,S08000017,,S08000017,d,Not Specified,,4,,0,0, ,z,0,124, ,z
2017Q1,,S08000017,,S08000017,d,Not Specified,,4,,0,0, ,z,5,143,28.6,
2017Q2,,S08000017,,S08000017,d,Not Specified,,4,,0,0, ,z,11,43,3.909090909,
2017Q3,,S08000017,,S08000017,d,Not Specified,,4,,0,0, ,z,5,32,6.4,
2017Q4,,S08000017,,S08000017,d,Not Specified,,4,,0,0, ,z,17,59,3.470588235,
2018Q1,,S08000017,,S08000017,d,Not Specified,,4,,0,0, ,z,5,35,7,
2018Q2,,S08000017,,S08000017,d,Not Specified,,4,,0,0, ,z,10,95,9.5,
2018Q3,,S08000017,,S08000017,d,Not Specified,,4,,0,0, ,z,13,410,31.53846154,
2018Q4,,S08000017,,S08000017,d,Not Specified,,4,,0,0, ,z,23,34,1.47826087,
2019Q1,,S08000017,,S08000017,d,Not Specified,,4,,0,0, ,z,5,22,4.4,
2019Q2,,S08000017,,S08000017,d,Not Specified,,4,,0,0, ,z,11,89,8.090909091,
2019Q3,,S08000017,,S08000017,d,Not Specified,,4,,0,0, ,z,10,27,2.7,
2019Q4,,S08000017,,S08000017,d,Not Specified,,4,,0,0, ,z,10,34,3.4,
2020Q1,,S08000017,,S08000017,d,Not Specified,,4,,0,0, ,z,5,47,9.4,
2020Q2,,S08000017,,S08000017,d,Not Specified,,4,,0,0, ,z,0,38, ,z
2020Q3,p,S08000017,,S08000017,d,Not Specified,,4,,0,0, ,z,0,0, ,z
2015Q3,,S08000017,,S08000017,d,Not Specified,,5,,0,0, ,z,0,10, ,z
2015Q4,,S08000017,,S08000017,d,Not Specified,,5,,0,0, ,z,5,21,4.2,
2016Q1,,S08000017,,S08000017,d,Not Specified,,5,,0,0, ,z,5,10,2,
2016Q2,,S08000017,,S08000017,d,Not Specified,,5,,0,0, ,z,0,108, ,z
2016Q3,,S08000017,,S08000017,d,Not Specified,,5,,0,0, ,z,0,10, ,z
2016Q4,,S08000017,,S08000017,d,Not Specified,,5,,0,0, ,z,0,20, ,z
2017Q1,,S08000017,,S08000017,d,Not Specified,,5,,0,0, ,z,5,22,4.4,
2017Q2,,S08000017,,S08000017,d,Not Specified,,5,,0,0, ,z,5,60,12,
2017Q3,,S08000017,,S08000017,d,Not Specified,,5,,0,0, ,z,0,0, ,z
2017Q4,,S08000017,,S08000017,d,Not Specified,,5,,0,0, ,z,10,8,0.8,
2018Q1,,S08000017,,S08000017,d,Not Specified,,5,,0,0, ,z,5,10,2,
2018Q2,,S08000017,,S08000017,d,Not Specified,,5,,0,0, ,z,5,19,3.8,
2018Q3,,S08000017,,S08000017,d,Not Specified,,5,,0,0, ,z,10,24,2.4,
2018Q4,,S08000017,,S08000017,d,Not Specified,,5,,0,0, ,z,0,33, ,z
2019Q1,,S08000017,,S08000017,d,Not Specified,,5,,0,0, ,z,5,21,4.2,
2019Q2,,S08000017,,S08000017,d,Not Specified,,5,,0,0, ,z,5,42,8.4,
2019Q4,,S08000017,,S08000017,d,Not Specified,,5,,0,0, ,z,5,43,8.6,
2020Q1,,S08000017,,S08000017,d,Not Specified,,5,,0,0, ,z,5,7,1.4,
2020Q2,,S08000017,,S08000017,d,Not Specified,,5,,0,0, ,z,0,10, ,z
2015Q3,,S08000017,,S08000017,d,Not Specified,, ,:,0,0, ,z,0,10, ,z
2016Q2,,S08000017,,S08000017,d,Not Specified,, ,:,0,0, ,z,10,0,0,
2016Q3,,S08000017,,S08000017,d,Not Specified,, ,:,0,0, ,z,5,0,0,
2016Q4,,S08000017,,S08000017,d,Not Specified,, ,:,0,0, ,z,0,0, ,z
2017Q2,,S08000017,,S08000017,d,Not Specified,, ,:,0,0, ,z,0,0, ,z
2017Q3,,S08000017,,S08000017,d,Not Specified,, ,:,0,0, ,z,0,0, ,z
2018Q4,,S08000017,,S08000017,d,Not Specified,, ,:,0,0, ,z,0,131, ,z
2019Q1,,S08000017,,S08000017,d,Not Specified,, ,:,0,0, ,z,0,0, ,z
2015Q3,,S08000029,,S08000029,d,Not Specified,,1,,0,0, ,z,11,57,5.181818182,
2015Q4,,S08000029,,S08000029,d,Not Specified,,1,,0,0, ,z,17,183,10.76470588,
2016Q1,,S08000029,,S08000029,d,Not Specified,,1,,0,0, ,z,19,210,11.05263158,
2016Q2,,S08000029,,S08000029,d,Not Specified,,1,,0,0, ,z,23,452,19.65217391,
2016Q3,,S08000029,,S08000029,d,Not Specified,,1,,0,0, ,z,18,330,18.33333333,
2016Q4,,S08000029,,S08000029,d,Not Specified,,1,,0,0, ,z,21,583,27.76190476,
2017Q1,,S08000029,,S08000029,d,Not Specified,,1,,0,0, ,z,14,139,9.928571429,
2017Q2,,S08000029,,S08000029,d,Not Specified,,1,,0,0, ,z,38,329,8.657894737,
2017Q3,,S08000029,,S08000029,d,Not Specified,,1,,0,0, ,z,30,422,14.06666667,
2017Q4,,S08000029,,S08000029,d,Not Specified,,1,,0,0, ,z,20,293,14.65,
2018Q1,,S08000029,,S08000029,d,Not Specified,,1,,0,0, ,z,20,256,12.8,
2018Q2,,S08000029,,S08000029,d,Not Specified,,1,,0,0, ,z,21,310,14.76190476,
2018Q3,,S08000029,,S08000029,d,Not Specified,,1,,0,0, ,z,24,278,11.58333333,
2018Q4,,S08000029,,S08000029,d,Not Specified,,1,,0,0, ,z,21,248,11.80952381,
2019Q1,,S08000029,,S08000029,d,Not Specified,,1,,0,0, ,z,30,546,18.2,
2019Q2,,S08000029,,S08000029,d,Not Specified,,1,,0,0, ,z,20,130,6.5,
2019Q3,,S08000029,,S08000029,d,Not Specified,,1,,0,0, ,z,20,350,17.5,
2019Q4,,S08000029,,S08000029,d,Not Specified,,1,,0,0, ,z,12,81,6.75,
2020Q1,,S08000029,,S08000029,d,Not Specified,,1,,0,0, ,z,15,355,23.66666667,
2020Q2,,S08000029,,S08000029,d,Not Specified,,1,,0,0, ,z,18,366,20.33333333,
2020Q3,p,S08000029,,S08000029,d,Not Specified,,1,,0,0, ,z,18,433,24.05555556,
2015Q3,,S08000029,,S08000029,d,Not Specified,,2,,0,0, ,z,21,105,5,
2015Q4,,S08000029,,S08000029,d,Not Specified,,2,,0,0, ,z,17,190,11.17647059,
2016Q1,,S08000029,,S08000029,d,Not Specified,,2,,0,0, ,z,34,265,7.794117647,
2016Q2,,S08000029,,S08000029,d,Not Specified,,2,,0,0, ,z,24,266,11.08333333,
2016Q3,,S08000029,,S08000029,d,Not Specified,,2,,0,0, ,z,21,368,17.52380952,
2016Q4,,S08000029,,S08000029,d,Not Specified,,2,,0,0, ,z,29,368,12.68965517,
2017Q1,,S08000029,,S08000029,d,Not Specified,,2,,0,0, ,z,22,386,17.54545455,
2017Q2,,S08000029,,S08000029,d,Not Specified,,2,,0,0, ,z,36,612,17,
2017Q3,,S08000029,,S08000029,d,Not Specified,,2,,0,0, ,z,25,528,21.12,
2017Q4,,S08000029,,S08000029,d,Not Specified,,2,,0,0, ,z,23,206,8.956521739,
2018Q1,,S08000029,,S08000029,d,Not Specified,,2,,0,0, ,z,27,119,4.407407407,
2018Q2,,S08000029,,S08000029,d,Not Specified,,2,,0,0, ,z,25,345,13.8,
2018Q3,,S08000029,,S08000029,d,Not Specified,,2,,0,0, ,z,18,711,39.5,
2018Q4,,S08000029,,S08000029,d,Not Specified,,2,,0,0, ,z,24,328,13.66666667,
2019Q1,,S08000029,,S08000029,d,Not Specified,,2,,0,0, ,z,27,311,11.51851852,
2019Q2,,S08000029,,S08000029,d,Not Specified,,2,,0,0, ,z,17,195,11.47058824,
2019Q3,,S08000029,,S08000029,d,Not Specified,,2,,0,0, ,z,15,330,22,
2019Q4,,S08000029,,S08000029,d,Not Specified,,2,,0,0, ,z,20,359,17.95,
2020Q1,,S08000029,,S08000029,d,Not Specified,,2,,0,0, ,z,23,191,8.304347826,
2020Q2,,S08000029,,S08000029,d,Not Specified,,2,,0,0, ,z,21,243,11.57142857,
2020Q3,p,S08000029,,S08000029,d,Not Specified,,2,,0,0, ,z,20,849,42.45,
2015Q3,,S08000029,,S08000029,d,Not Specified,,3,,0,0, ,z,14,488,34.85714286,
2015Q4,,S08000029,,S08000029,d,Not Specified,,3,,0,0, ,z,11,225,20.45454545,
2016Q1,,S08000029,,S08000029,d,Not Specified,,3,,0,0, ,z,16,135,8.4375,
2016Q2,,S08000029,,S08000029,d,Not Specified,,3,,0,0, ,z,19,558,29.36842105,
2016Q3,,S08000029,,S08000029,d,Not Specified,,3,,0,0, ,z,5,178,35.6,
2016Q4,,S08000029,,S08000029,d,Not Specified,,3,,0,0, ,z,16,395,24.6875,
2017Q1,,S08000029,,S08000029,d,Not Specified,,3,,0,0, ,z,23,408,17.73913043,
2017Q2,,S08000029,,S08000029,d,Not Specified,,3,,0,0, ,z,39,891,22.84615385,
2017Q3,,S08000029,,S08000029,d,Not Specified,,3,,0,0, ,z,18,486,27,
2017Q4,,S08000029,,S08000029,d,Not Specified,,3,,0,0, ,z,11,141,12.81818182,
2018Q1,,S08000029,,S08000029,d,Not Specified,,3,,0,0, ,z,10,210,21,
2018Q2,,S08000029,,S08000029,d,Not Specified,,3,,0,0, ,z,16,149,9.3125,
2018Q3,,S08000029,,S08000029,d,Not Specified,,3,,0,0, ,z,12,116,9.666666667,
2018Q4,,S08000029,,S08000029,d,Not Specified,,3,,0,0, ,z,10,138,13.8,
2019Q1,,S08000029,,S08000029,d,Not Specified,,3,,0,0, ,z,20,212,10.6,
2019Q2,,S08000029,,S08000029,d,Not Specified,,3,,0,0, ,z,16,283,17.6875,
2019Q3,,S08000029,,S08000029,d,Not Specified,,3,,0,0, ,z,14,338,24.14285714,
2019Q4,,S08000029,,S08000029,d,Not Specified,,3,,0,0, ,z,12,167,13.91666667,
2020Q1,,S08000029,,S08000029,d,Not Specified,,3,,0,0, ,z,5,264,52.8,
2020Q2,,S08000029,,S08000029,d,Not Specified,,3,,0,0, ,z,15,280,18.66666667,
2020Q3,p,S08000029,,S08000029,d,Not Specified,,3,,0,0, ,z,15,239,15.93333333,
2015Q3,,S08000029,,S08000029,d,Not Specified,,4,,0,0, ,z,11,315,28.63636364,
2015Q4,,S08000029,,S08000029,d,Not Specified,,4,,0,0, ,z,5,108,21.6,
2016Q1,,S08000029,,S08000029,d,Not Specified,,4,,0,0, ,z,5,21,4.2,
2016Q2,,S08000029,,S08000029,d,Not Specified,,4,,0,0, ,z,10,41,4.1,
2016Q3,,S08000029,,S08000029,d,Not Specified,,4,,0,0, ,z,14,273,19.5,
2016Q4,,S08000029,,S08000029,d,Not Specified,,4,,0,0, ,z,10,399,39.9,
2017Q1,,S08000029,,S08000029,d,Not Specified,,4,,0,0, ,z,10,143,14.3,
2017Q2,,S08000029,,S08000029,d,Not Specified,,4,,0,0, ,z,29,411,14.17241379,
2017Q3,,S08000029,,S08000029,d,Not Specified,,4,,0,0, ,z,5,336,67.2,
2017Q4,,S08000029,,S08000029,d,Not Specified,,4,,0,0, ,z,10,111,11.1,
2018Q1,,S08000029,,S08000029,d,Not Specified,,4,,0,0, ,z,14,145,10.35714286,
2018Q2,,S08000029,,S08000029,d,Not Specified,,4,,0,0, ,z,12,86,7.166666667,
2018Q3,,S08000029,,S08000029,d,Not Specified,,4,,0,0, ,z,12,109,9.083333333,
2018Q4,,S08000029,,S08000029,d,Not Specified,,4,,0,0, ,z,13,333,25.61538462,
2019Q1,,S08000029,,S08000029,d,Not Specified,,4,,0,0, ,z,14,332,23.71428571,
2019Q2,,S08000029,,S08000029,d,Not Specified,,4,,0,0, ,z,13,132,10.15384615,
2019Q3,,S08000029,,S08000029,d,Not Specified,,4,,0,0, ,z,5,132,26.4,
2019Q4,,S08000029,,S08000029,d,Not Specified,,4,,0,0, ,z,10,158,15.8,
2020Q1,,S08000029,,S08000029,d,Not Specified,,4,,0,0, ,z,14,247,17.64285714,
2020Q2,,S08000029,,S08000029,d,Not Specified,,4,,0,0, ,z,14,268,19.14285714,
2020Q3,p,S08000029,,S08000029,d,Not Specified,,4,,0,0, ,z,5,331,66.2,
2015Q3,,S08000029,,S08000029,d,Not Specified,,5,,0,0, ,z,14,92,6.571428571,
2015Q4,,S08000029,,S08000029,d,Not Specified,,5,,0,0, ,z,10,40,4,
2016Q1,,S08000029,,S08000029,d,Not Specified,,5,,0,0, ,z,5,14,2.8,
2016Q2,,S08000029,,S08000029,d,Not Specified,,5,,0,0, ,z,10,1278,127.8,
2016Q3,,S08000029,,S08000029,d,Not Specified,,5,,0,0, ,z,15,8379,558.6,
2016Q4,,S08000029,,S08000029,d,Not Specified,,5,,0,0, ,z,11,252,22.90909091,
2017Q1,,S08000029,,S08000029,d,Not Specified,,5,,0,0, ,z,10,306,30.6,
2017Q2,,S08000029,,S08000029,d,Not Specified,,5,,0,0, ,z,17,339,19.94117647,
2017Q3,,S08000029,,S08000029,d,Not Specified,,5,,0,0, ,z,12,75,6.25,
2017Q4,,S08000029,,S08000029,d,Not Specified,,5,,0,0, ,z,5,116,23.2,
2018Q1,,S08000029,,S08000029,d,Not Specified,,5,,0,0, ,z,10,69,6.9,
2018Q2,,S08000029,,S08000029,d,Not Specified,,5,,0,0, ,z,5,36,7.2,
2018Q3,,S08000029,,S08000029,d,Not Specified,,5,,0,0, ,z,11,92,8.363636364,
2018Q4,,S08000029,,S08000029,d,Not Specified,,5,,0,0, ,z,5,145,29,
2019Q1,,S08000029,,S08000029,d,Not Specified,,5,,0,0, ,z,10,144,14.4,
2019Q2,,S08000029,,S08000029,d,Not Specified,,5,,0,0, ,z,5,49,9.8,
2019Q3,,S08000029,,S08000029,d,Not Specified,,5,,0,0, ,z,5,72,14.4,
2019Q4,,S08000029,,S08000029,d,Not Specified,,5,,0,0, ,z,5,147,29.4,
2020Q1,,S08000029,,S08000029,d,Not Specified,,5,,0,0, ,z,5,50,10,
2020Q2,,S08000029,,S08000029,d,Not Specified,,5,,0,0, ,z,14,330,23.57142857,
2020Q3,p,S08000029,,S08000029,d,Not Specified,,5,,0,0, ,z,5,283,56.6,
2015Q3,,S08000029,,S08000029,d,Not Specified,, ,:,0,0, ,z,0,7, ,z
2019Q3,,S08000029,,S08000029,d,Not Specified,, ,:,0,0, ,z,0,0, ,z
2015Q4,,S08000029,,F805H,,Not Specified,,1,,0,0, ,z,0,25, ,z
2016Q1,,S08000029,,F805H,,Not Specified,,1,,0,0, ,z,0,35, ,z
2016Q2,,S08000029,,F805H,,Not Specified,,1,,0,0, ,z,5,180,36,
2016Q3,,S08000029,,F805H,,Not Specified,,1,,0,0, ,z,0,22, ,z
2016Q4,,S08000029,,F805H,,Not Specified,,1,,0,0, ,z,0,175, ,z
2017Q1,,S08000029,,F805H,,Not Specified,,1,,0,0, ,z,0,15, ,z
2017Q3,,S08000029,,F805H,,Not Specified,,1,,0,0, ,z,5,130,26,
2018Q1,,S08000029,,F805H,,Not Specified,,1,,0,0, ,z,0,10, ,z
2018Q2,,S08000029,,F805H,,Not Specified,,1,,0,0, ,z,0,45, ,z
2018Q3,,S08000029,,F805H,,Not Specified,,1,,0,0, ,z,0,67, ,z
2018Q4,,S08000029,,F805H,,Not Specified,,1,,0,0, ,z,0,10, ,z
2019Q2,,S08000029,,F805H,,Not Specified,,1,,0,0, ,z,0,0, ,z
2020Q1,,S08000029,,F805H,,Not Specified,,1,,0,0, ,z,0,5, ,z
2020Q2,,S08000029,,F805H,,Not Specified,,1,,0,0, ,z,5,174,34.8,
2020Q3,p,S08000029,,F805H,,Not Specified,,1,,0,0, ,z,5,220,44,
2015Q4,,S08000029,,F805H,,Not Specified,,2,,0,0, ,z,0,15, ,z
2016Q1,,S08000029,,F805H,,Not Specified,,2,,0,0, ,z,0,5, ,z
2016Q2,,S08000029,,F805H,,Not Specified,,2,,0,0, ,z,0,104, ,z
2017Q3,,S08000029,,F805H,,Not Specified,,2,,0,0, ,z,0,53, ,z
2018Q2,,S08000029,,F805H,,Not Specified,,2,,0,0, ,z,0,65, ,z
2018Q3,,S08000029,,F805H,,Not Specified,,2,,0,0, ,z,0,53, ,z
2019Q1,,S08000029,,F805H,,Not Specified,,2,,0,0, ,z,5,91,18.2,
2019Q3,,S08000029,,F805H,,Not Specified,,2,,0,0, ,z,5,125,25,
2020Q1,,S08000029,,F805H,,Not Specified,,2,,0,0, ,z,0,80, ,z
2020Q2,,S08000029,,F805H,,Not Specified,,2,,0,0, ,z,10,153,15.3,
2020Q3,p,S08000029,,F805H,,Not Specified,,2,,0,0, ,z,5,370,74,
2016Q2,,S08000029,,F805H,,Not Specified,,3,,0,0, ,z,0,25, ,z
2016Q4,,S08000029,,F805H,,Not Specified,,3,,0,0, ,z,0,0, ,z
2017Q1,,S08000029,,F805H,,Not Specified,,3,,0,0, ,z,0,67, ,z
2017Q2,,S08000029,,F805H,,Not Specified,,3,,0,0, ,z,0,103, ,z
2017Q3,,S08000029,,F805H,,Not Specified,,3,,0,0, ,z,0,10, ,z
2017Q4,,S08000029,,F805H,,Not Specified,,3,,0,0, ,z,0,15, ,z
2018Q1,,S08000029,,F805H,,Not Specified,,3,,0,0, ,z,0,98, ,z
2018Q2,,S08000029,,F805H,,Not Specified,,3,,0,0, ,z,0,15, ,z
2019Q2,,S08000029,,F805H,,Not Specified,,3,,0,0, ,z,0,70, ,z
2020Q1,,S08000029,,F805H,,Not Specified,,3,,0,0, ,z,0,5, ,z
2020Q2,,S08000029,,F805H,,Not Specified,,3,,0,0, ,z,5,90,18,
2020Q3,p,S08000029,,F805H,,Not Specified,,3,,0,0, ,z,0,10, ,z
2015Q3,,S08000029,,F805H,,Not Specified,,4,,0,0, ,z,0,24, ,z
2016Q3,,S08000029,,F805H,,Not Specified,,4,,0,0, ,z,0,90, ,z
2016Q4,,S08000029,,F805H,,Not Specified,,4,,0,0, ,z,0,213, ,z
2017Q2,,S08000029,,F805H,,Not Specified,,4,,0,0, ,z,5,70,14,
2017Q3,,S08000029,,F805H,,Not Specified,,4,,0,0, ,z,0,5, ,z
2018Q2,,S08000029,,F805H,,Not Specified,,4,,0,0, ,z,5,51,10.2,
2020Q1,,S08000029,,F805H,,Not Specified,,4,,0,0, ,z,0,10, ,z
2020Q2,,S08000029,,F805H,,Not Specified,,4,,0,0, ,z,5,83,16.6,
2020Q3,p,S08000029,,F805H,,Not Specified,,4,,0,0, ,z,5,242,48.4,
2015Q3,,S08000029,,F805H,,Not Specified,,5,,0,0, ,z,0,10, ,z
2015Q4,,S08000029,,F805H,,Not Specified,,5,,0,0, ,z,0,15, ,z
2016Q1,,S08000029,,F805H,,Not Specified,,5,,0,0, ,z,0,0, ,z
2016Q2,,S08000029,,F805H,,Not Specified,,5,,0,0, ,z,0,51, ,z
2017Q1,,S08000029,,F805H,,Not Specified,,5,,0,0, ,z,0,280, ,z
2017Q2,,S08000029,,F805H,,Not Specified,,5,,0,0, ,z,0,35, ,z
2018Q1,,S08000029,,F805H,,Not Specified,,5,,0,0, ,z,0,0, ,z
2018Q3,,S08000029,,F805H,,Not Specified,,5,,0,0, ,z,0,40, ,z
2018Q4,,S08000029,,F805H,,Not Specified,,5,,0,0, ,z,0,0, ,z
2019Q1,,S08000029,,F805H,,Not Specified,,5,,0,0, ,z,0,15, ,z
2020Q2,,S08000029,,F805H,,Not Specified,,5,,0,0, ,z,5,196,39.2,
2020Q3,p,S08000029,,F805H,,Not Specified,,5,,0,0, ,z,0,275, ,z
2019Q3,,S08000029,,F805H,,Not Specified,, ,:,0,0, ,z,0,0, ,z
2015Q3,,S08000029,,F704H,,Not Specified,,1,,0,0, ,z,10,45,4.5,
2015Q4,,S08000029,,F704H,,Not Specified,,1,,0,0, ,z,13,90,6.923076923,
2016Q1,,S08000029,,F704H,,Not Specified,,1,,0,0, ,z,15,175,11.66666667,
2016Q2,,S08000029,,F704H,,Not Specified,,1,,0,0, ,z,18,180,10,
2016Q3,,S08000029,,F704H,,Not Specified,,1,,0,0, ,z,16,245,15.3125,
2016Q4,,S08000029,,F704H,,Not Specified,,1,,0,0, ,z,17,240,14.11764706,
2017Q1,,S08000029,,F704H,,Not Specified,,1,,0,0, ,z,12,105,8.75,
2017Q2,,S08000029,,F704H,,Not Specified,,1,,0,0, ,z,38,330,8.684210526,
2017Q3,,S08000029,,F704H,,Not Specified,,1,,0,0, ,z,25,235,9.4,
2017Q4,,S08000029,,F704H,,Not Specified,,1,,0,0, ,z,20,255,12.75,
2018Q1,,S08000029,,F704H,,Not Specified,,1,,0,0, ,z,17,150,8.823529412,
2018Q2,,S08000029,,F704H,,Not Specified,,1,,0,0, ,z,16,95,5.9375,
2018Q3,,S08000029,,F704H,,Not Specified,,1,,0,0, ,z,20,165,8.25,
2018Q4,,S08000029,,F704H,,Not Specified,,1,,0,0, ,z,17,185,10.88235294,
2019Q1,,S08000029,,F704H,,Not Specified,,1,,0,0, ,z,30,540,18,
2019Q2,,S08000029,,F704H,,Not Specified,,1,,0,0, ,z,20,130,6.5,
2019Q3,,S08000029,,F704H,,Not Specified,,1,,0,0, ,z,20,310,15.5,
2019Q4,,S08000029,,F704H,,Not Specified,,1,,0,0, ,z,12,80,6.666666667,
2020Q1,,S08000029,,F704H,,Not Specified,,1,,0,0, ,z,13,270,20.76923077,
2020Q2,,S08000029,,F704H,,Not Specified,,1,,0,0, ,z,10,120,12,
2020Q3,p,S08000029,,F704H,,Not Specified,,1,,0,0, ,z,13,130,10,
2015Q3,,S08000029,,F704H,,Not Specified,,2,,0,0, ,z,20,85,4.25,
2015Q4,,S08000029,,F704H,,Not Specified,,2,,0,0, ,z,15,160,10.66666667,
2016Q1,,S08000029,,F704H,,Not Specified,,2,,0,0, ,z,31,165,5.322580645,
2016Q2,,S08000029,,F704H,,Not Specified,,2,,0,0, ,z,20,135,6.75,
2016Q3,,S08000029,,F704H,,Not Specified,,2,,0,0, ,z,20,360,18,
2016Q4,,S08000029,,F704H,,Not Specified,,2,,0,0, ,z,30,345,11.5,
2017Q1,,S08000029,,F704H,,Not Specified,,2,,0,0, ,z,20,360,18,
2017Q2,,S08000029,,F704H,,Not Specified,,2,,0,0, ,z,33,565,17.12121212,
2017Q3,,S08000029,,F704H,,Not Specified,,2,,0,0, ,z,21,395,18.80952381,
2017Q4,,S08000029,,F704H,,Not Specified,,2,,0,0, ,z,21,145,6.904761905,
2018Q1,,S08000029,,F704H,,Not Specified,,2,,0,0, ,z,27,120,4.444444444,
2018Q2,,S08000029,,F704H,,Not Specified,,2,,0,0, ,z,22,255,11.59090909,
2018Q3,,S08000029,,F704H,,Not Specified,,2,,0,0, ,z,12,25,2.083333333,
2018Q4,,S08000029,,F704H,,Not Specified,,2,,0,0, ,z,25,330,13.2,
2019Q1,,S08000029,,F704H,,Not Specified,,2,,0,0, ,z,24,220,9.166666667,
2019Q2,,S08000029,,F704H,,Not Specified,,2,,0,0, ,z,17,195,11.47058824,
2019Q3,,S08000029,,F704H,,Not Specified,,2,,0,0, ,z,11,180,16.36363636,
